,date,Latitude,Longitude,Elevation (m),Type,magAFV-MEAN,magAFV-MAX,magAFV-DELTA,magAFV-SD,sB-MEAN,sB-MAX,sB-DELTA,sB-SD,PT-MEAN,PT-MAX,PT-DELTA,PT-SD,PD-MEAN,PD-MAX,PD-DELTA,PD-SD,PFS-MEAN,PFS-MAX,PFS-DELTA,PFS-SD,FP-MEAN,FP-MAX,FP-DELTA,FP-SD,EF-MEAN,EF-MAX,EF-DELTA,EF-SD,Kp-MEAN,Kp-MAX,Kp-DELTA,Kp-SD,DST-MEAN,DST-MAX,DST-DELTA,DST-SD
67,1979-02-20,-7.2,109.879,2565,Complex volcano,5.369565217391305,7.3,5.199999999999999,1.2882104509775976,2.8130434782608695,5.6,4.5,1.1510091808440763,173251.08333333334,356368.0,217896.0,41704.480474463744,4.095833333333333,5.7,2.9000000000000004,0.8655127490918779,529.75,543.0,25.0,7.679730520634511,2.304583333333333,3.34,1.88,0.4852697964661708,-0.3295652173913043,2.06,4.6,0.9317553242078757,28.64,43.0,26.0,8.108020720249794,-13.4,-5.0,20.0,4.847679857416329
68,1979-03-08,-4.649,145.964,1839,Stratovolcano,6.761904761904764,7.8,2.0,0.6028898659591073,0.8,1.6,1.4000000000000001,0.3781534080237808,48285.142857142855,106869.0,73567.0,16804.832725396926,2.642857142857143,3.4,1.0,0.21580414400893366,445.85714285714283,470.0,66.0,17.24031819394791,1.0428571428571427,1.43,0.59,0.13126853610606223,-0.2995238095238095,1.25,3.37,1.1618109837253054,15.56,30.0,27.0,9.491575211733826,-41.0,-33.0,18.0,5.634713834792322
69,1979-04-13,13.33,-61.18,1220,Stratovolcano,9.043999999999999,11.8,5.500000000000001,1.4224626532883033,3.58,5.6,4.3999999999999995,1.2579745625409124,139097.32,225324.0,155545.0,36726.242852489006,7.284,9.5,3.7,1.0188555671274837,425.04,467.0,92.0,24.287308070952065,2.6388,3.45,1.6500000000000001,0.4505859148560534,-0.7515999999999999,1.58,4.300000000000001,1.337057341079033,29.24,40.0,20.0,5.804308744372581,-4.28,8.0,25.0,6.573431371817918
70,1979-07-05,37.748,14.999,3320,Stratovolcano,10.296,11.8,5.1000000000000005,1.7145164527255685,1.7520000000000002,5.1,4.5,1.0943491216243562,187554.52,274173.0,189185.0,47864.76157460031,1.008,2.8,2.8,0.9660572791851768,453.92,549.0,229.0,76.42584641336987,0.41,1.3,1.3,0.448943203534701,0.6531999999999999,3.25,4.53,1.1524528913004064,18.64,33.0,26.0,9.911609354691095,-7.48,10.0,30.0,9.596527149616852
71,1979-07-18,-8.53,123.57,1018,Complex volcano,5.396,8.3,5.9,1.6694510075670583,3.872,6.4,4.5,1.2286578042726135,151121.4,254411.0,180382.0,60105.85663366479,6.672000000000001,9.9,5.9,1.8079730823954947,472.32,491.0,42.0,11.360457737256892,2.9612,4.34,2.51,0.753255821971084,-0.2528,2.28,5.699999999999999,1.3750924817383496,28.44,43.0,26.0,7.38850458482635,4.4,14.0,25.0,6.435578192102607
72,1979-09-06,32.884,131.104,1592,Caldera,6.630434782608695,7.7,3.8000000000000003,0.7789472981406589,2.6217391304347823,5.4,5.4,1.0979139400530653,108047.63636363637,125614.0,40643.0,10180.910308936756,7.095454545454547,7.7,1.6000000000000005,0.43257509419892887,426.0833333333333,445.0,54.0,13.230125920944893,2.5804545454545456,2.88,0.6499999999999999,0.19669839790974336,0.8626086956521739,2.52,4.34,1.0927746893752301,32.32,37.0,10.0,3.7828560638755477,-16.08,-3.0,23.0,6.836909633257802
73,1980-05-18,46.2,-122.18,2549,Stratovolcano,3.484,4.1,1.2999999999999998,0.35786403377074183,0.62,1.4,1.0999999999999999,0.28867513459481287,37564.23809523809,93405.0,76846.0,15696.651757316788,2.728,5.9,4.9,1.2337341690980275,324.4,349.0,90.0,28.047578623950173,0.5736,1.25,1.03,0.2664563754163146,0.03160000000000001,0.56,1.11,0.35504318986098954,6.48,17.0,17.0,5.050742519669757,-3.0,7.0,14.0,3.253203549323856
74,1980-08-17,63.983,-19.666,1490,Stratovolcano,10.083333333333334,20.6,17.200000000000003,5.619969570292573,3.225,11.0,10.6,3.065268269698003,59891.545454545456,136125.0,125474.0,44254.33479841513,15.674999999999999,39.9,32.6,7.899105618056856,329.0833333333333,387.0,107.0,35.437534346787025,3.692083333333333,9.06,8.0,2.4010377813637653,0.41875,5.64,9.51,2.5549377810853615,28.0,63.0,53.0,19.8997487421324,-9.56,20.0,59.0,17.722584461641027
75,1980-12-25,45.374,-121.695,3426,Stratovolcano,4.9391304347826095,5.9,2.2,0.6177224519701257,0.9260869565217391,2.2,2.2,0.4928741230636589,24381.125,37506.0,19717.0,5104.397200780259,12.458333333333334,19.4,11.7,3.1997169258853355,309.2916666666667,324.0,26.0,8.74508143331795,2.4033333333333333,4.05,2.5599999999999996,0.7187589949027581,-0.42173913043478267,0.52,1.72,0.4213576776209478,5.68,10.0,7.0,2.1354156504062622,-2.4,10.0,19.0,5.627314338711377
76,1981-03-17,37.748,14.999,3320,Stratovolcano,5.666666666666667,6.9,2.8000000000000007,0.5833809504374765,2.4428571428571426,4.1,3.4999999999999996,0.8152125051613405,240810.875,504417.0,364096.0,99891.20833645304,4.0,5.8,2.5,0.6654751256486924,534.7727272727273,567.0,67.0,15.52243175040198,2.3404545454545453,3.13,1.38,0.3486774641785356,-0.578095238095238,1.6,4.109999999999999,1.1903344868045242,28.76,47.0,30.0,6.869497798238238,-31.92,-18.0,33.0,8.664679259307102
77,1981-03-29,-8.108,112.922,3657,Stratovolcano,5.836,6.6,2.9999999999999996,0.6512040130916475,1.6880000000000002,4.3,3.9,0.8501568482736975,102231.0,175159.0,122512.0,33452.08538650292,3.2680000000000002,5.1,3.3,1.0007164100449903,421.12,478.0,96.0,24.225193497679232,1.214,1.94,1.2,0.37708310313068477,0.5124,1.67,2.12,0.5781455987321302,27.24,30.0,10.0,3.0724582991474434,-27.48,-21.0,13.0,3.3431522051301625
78,1981-04-27,50.861,155.565,2285,Stratovolcano,6.788,12.1,10.299999999999999,2.9549844895250015,4.336,10.8,9.8,2.880954702871949,121279.125,174068.0,80884.0,28821.73200623595,7.064,17.4,14.7,4.305991949210619,590.04,781.0,314.0,96.31479637106648,5.6688,18.69,17.470000000000002,4.74619437022969,1.672,4.66,6.28,1.7418428937957253,51.96,73.0,40.0,12.571396103854177,-51.12,-4.0,86.0,19.71107979453857
79,1981-05-14,-8.108,112.922,3657,Stratovolcano,6.586363636363635,9.8,8.0,1.7428207717445425,2.1363636363636362,7.3,7.3,1.5126594223877787,,,,,3.2571428571428567,5.6,3.8,1.1200765279977205,461.85714285714283,528.0,126.0,33.85747438053482,1.3642857142857143,2.46,1.49,0.439847376126895,-1.2961904761904761,1.8,5.06,1.2156622729626687,19.52,40.0,33.0,12.073110618229256,-24.84,-17.0,27.0,9.095236848666083
80,1981-06-30,13.257,123.685,2462,Stratovolcano,11.520833333333334,16.9,11.299999999999999,3.5881422063170274,2.8625000000000003,8.8,8.4,2.374651004106571,92314.8,190709.0,174955.0,44880.48907636072,7.068181818181818,16.2,12.799999999999999,3.700628822194098,407.5,469.0,113.0,32.74686462635992,2.6486363636363635,7.21,6.12,1.79745135825184,1.8122727272727273,5.85,7.4399999999999995,2.551132207692408,36.12,60.0,43.0,17.410054566255674,-47.0,-3.0,71.0,23.85546757733609
81,1981-09-05,-8.32,121.708,875,Stratovolcano,5.579166666666667,10.1,7.1,2.1958417553395675,1.9260869565217391,7.2,7.1000000000000005,2.000958268454108,,,,,8.372727272727273,15.6,12.8,4.48671921905632,378.1818181818182,437.0,86.0,23.729901498072536,2.3245454545454547,4.02,3.0799999999999996,1.1939638954129992,0.8381818181818183,3.03,3.54,0.8223464474621871,22.48,43.0,43.0,12.806638903318857,-16.8,-10.0,27.0,6.879922480183431
82,1981-10-20,-6.102,105.423,155,Caldera,8.347999999999999,10.5,4.5,1.2189886518476427,3.3879999999999995,6.2,4.9,1.1673759748541455,182826.13043478262,395392.0,320519.0,95191.54639477009,5.0760000000000005,10.3,8.4,2.0612051490976504,549.76,671.0,232.0,61.212934363035835,3.0648,7.42,5.98,1.4557389875935862,0.79,3.57,6.859999999999999,1.8786519989964434,37.24,43.0,16.0,4.763402145525822,-22.6,0.0,43.0,14.910846164230028
83,,52.7,158.28,2173,Stratovolcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1982-03-29,17.36,-93.228,1150,Tuff cone,6.166666666666668,11.0,6.7,2.054831704381975,2.0285714285714285,4.6,4.1,1.1376039983855792,126413.66666666667,168917.0,65836.0,36867.744294075455,4.126315789473685,6.6,5.0,1.8186814837077125,373.7894736842105,425.0,116.0,37.904234514788016,1.2589473684210526,2.17,1.8599999999999999,0.6900957641825445,-0.6121052631578948,1.86,3.6500000000000004,0.8712288827178949,12.92,33.0,30.0,9.34933152690608,3.8,12.0,15.0,4.2914643965279105
85,1982-04-04,17.36,-93.228,1150,Tuff cone,7.7875000000000005,12.3,8.9,2.4532697790287257,3.9791666666666665,9.4,8.0,1.9010247046096567,197435.875,246965.0,102554.0,38802.46745997145,6.454166666666667,11.7,7.8999999999999995,2.6694697676841574,424.0833333333333,477.0,116.0,35.41912608681393,2.2275000000000005,3.77,2.35,0.6593953092895365,2.1669565217391304,3.58,5.5,1.21286450859341,49.16,60.0,17.0,6.699999999999999,-74.2,-58.0,30.0,8.470537173048708
86,1982-05-17,-7.25,108.058,2168,Stratovolcano,6.152,9.2,5.6,1.3796497139974817,3.72,5.4,4.2,0.9865765724632496,181299.77777777778,237524.0,98438.0,31139.531676095194,6.308333333333333,8.7,3.999999999999999,1.268657855224642,516.9583333333334,574.0,122.0,29.267104499712666,3.370416666666666,4.75,2.31,0.6101708895815611,-1.3275,1.4,5.199999999999999,1.1723119113065874,23.48,30.0,10.0,3.969886648255842,8.36,19.0,20.0,5.384236250388722
87,1982-05-27,17.36,-93.228,1150,Tuff cone,8.92,17.1,15.500000000000002,4.831326348500409,4.58,11.1,11.1,3.330851456995858,,,,,18.892307692307693,33.6,24.200000000000003,8.070673406275912,444.3076923076923,597.0,268.0,106.19509139266954,6.566153846153847,8.25,3.51,1.087355649128797,-0.9207692307692308,3.26,8.67,2.822633113301779,34.92,50.0,30.0,11.386834503056589,26.68,70.0,71.0,19.510082863312842
88,1983-03-08,56.056,160.642,4754,Stratovolcano,5.52,6.6,2.0,0.6268084945889685,1.5,3.0,2.7,0.8537498983243799,39368.555555555555,50318.0,18355.0,6808.923062994454,5.444444444444445,6.9,3.1000000000000005,1.1136775914858743,329.1111111111111,337.0,14.0,5.348935511960405,1.1844444444444444,1.57,0.78,0.27946874204064,0.49,1.21,1.3699999999999999,0.461166997951935,16.68,37.0,37.0,12.137133104650372,-32.36,-20.0,22.0,6.512040130916476
89,1983-07-23,-0.162,121.601,404,Stratovolcano,5.854166666666667,8.6,4.6,1.0421462664039585,1.5166666666666668,5.8,5.3999999999999995,1.2096232495273482,49703.88,84940.0,55401.0,18445.677972359812,9.159999999999998,23.6,18.0,4.335320057389073,403.08,422.0,66.0,17.35396208362805,2.9884,7.5,5.58,1.4415809608435686,-0.023333333333333317,1.73,4.58,1.1665730811325918,18.12,47.0,40.0,13.364505228402585,2.24,15.0,25.0,6.280127387243033
90,1983-08-17,-8.53,123.57,1018,Complex volcano,5.444,6.6,3.6999999999999997,0.7853237124481429,1.16,3.0,2.6,0.6177917664283546,85622.2,168664.0,147000.0,44839.087445181875,3.812,6.3,4.1,1.2817045941505658,415.44,451.0,81.0,22.16243067295041,1.3164000000000002,1.99,1.12,0.3352223142930673,0.031599999999999996,1.05,2.08,0.6895571042343049,11.6,23.0,23.0,8.803408430829505,-2.04,5.0,17.0,4.97058011369565
91,1983-10-03,34.094,139.526,775,Stratovolcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.12,50.0,23.0,5.967411499134277,-23.44,-7.0,38.0,11.369110196786144
92,1984-06-13,31.44,140.051,136,Submarine volcano,5.7727272727272725,6.7,1.7000000000000002,0.5515268064036583,1.9636363636363634,3.5,3.2,1.2460118195849728,100257.18181818182,139086.0,86405.0,26953.80914015005,2.563636363636364,2.8,0.5999999999999996,0.18586407545691694,502.72727272727275,586.0,131.0,44.07741124224722,1.3227272727272728,1.87,0.8300000000000001,0.22830203280264105,-0.13636363636363635,0.76,1.3599999999999999,0.4090054456183372,15.72,27.0,27.0,9.511046209539726,-5.56,1.0,12.0,3.069744831958079
93,1984-08-15,6.25,10.5,3011,Maar,10.409090909090908,13.7,7.499999999999999,2.034922379578418,5.5,10.2,8.899999999999999,2.9400680264238783,208579.81818181818,505501.0,473895.0,172049.21432126226,12.954545454545455,19.0,10.0,3.6699764675985693,413.3636363636364,515.0,167.0,57.30318093661595,4.709090909090909,7.94,5.59,1.8772557340195,0.4763636363636364,5.69,8.06,2.316269728366162,29.48,47.0,44.0,17.776670104381193,-0.2,21.0,52.0,14.45683229480096
94,1984-09-09,13.257,123.685,2462,Stratovolcano,10.254545454545456,13.8,6.200000000000001,1.7767181185340777,4.154545454545454,7.6,6.5,2.3071036545260104,160689.45454545456,467667.0,442068.0,135349.855125422,13.436363636363637,18.4,14.599999999999998,3.942149851863251,409.1818181818182,477.0,107.0,32.63378060175738,4.377272727272727,6.43,4.699999999999999,1.1523635789896425,-2.2627272727272723,0.61,5.550000000000001,1.6533607646795718,23.76,40.0,27.0,8.392854103342914,-3.68,6.0,28.0,7.717512552629895
95,1984-09-14,35.893,137.48,3067,Complex volcano,6.1625000000000005,7.2,1.7999999999999998,0.6968039281503187,2.3,3.0,1.5,0.4690415759823429,166663.0,243001.0,105132.0,35938.01914871399,3.3285714285714287,4.0,1.4,0.4889249625940765,608.0,618.0,18.0,6.95221787153807,2.334285714285714,2.65,0.75,0.2675105694396107,-1.75,-0.6,2.0,0.8865889690267977,24.0,37.0,24.0,7.54983443527075,-8.84,2.0,24.0,8.673138609138755
96,1984-10-16,37.748,14.999,3320,Stratovolcano,5.83125,7.9,3.9000000000000004,1.0422531682209781,2.1625,3.8,3.0,0.880056816347672,108293.11764705883,169077.0,124972.0,33357.792869287594,9.358823529411765,16.1,12.3,3.5426082946625312,469.94117647058823,512.0,69.0,21.35553379172274,3.844117647058824,5.96,4.109999999999999,1.1681291603646053,0.29937499999999995,2.48,3.86,1.1624942652188295,25.24,47.0,37.0,12.794139283281233,-14.04,3.0,37.0,8.91852005660132
97,1985-05-10,-8.108,112.922,3657,Stratovolcano,4.1,6.1,4.699999999999999,1.3594116374373142,0.9857142857142857,2.9,2.6999999999999997,0.6271249590677397,32481.47619047619,53406.0,32318.0,8345.911757375869,15.585714285714285,31.3,23.1,7.113739221695277,340.85714285714283,352.0,23.0,7.066015244009273,3.281428571428571,7.76,6.26,1.7358061116215882,0.47368421052631576,1.06,1.26,0.4071337553394979,17.52,30.0,30.0,9.987992791347018,-9.92,1.0,22.0,6.836909633257802
98,1985-11-13,4.892,-75.324,5279,Stratovolcano,3.283333333333333,6.4,5.1000000000000005,1.2974333637352378,1.6916666666666667,3.2,2.7,0.8846759379295422,86273.41666666667,104609.0,37117.0,14026.899861327056,6.616666666666667,16.9,14.399999999999999,4.488335049341962,449.0,462.0,29.0,11.012389716711231,2.4225,6.1,5.13,1.5937213455534587,-0.6141666666666667,0.09,1.9500000000000002,0.6159908253940939,11.64,27.0,24.0,6.594694837519019,-6.16,7.0,20.0,5.691221310052878
99,1985-12-19,37.748,14.999,3320,Stratovolcano,8.354545454545455,12.5,8.9,3.6881875322070155,3.6727272727272724,7.8,7.3999999999999995,2.2969940831838938,59198.09090909091,125789.0,92076.0,29584.567630623053,14.681818181818182,22.5,15.8,5.066521130286182,408.09090909090907,447.0,110.0,44.71566737834636,4.774545454545454,7.69,6.19,2.1539701188102107,-0.9127272727272729,2.42,7.34,2.5688989505587445,23.76,40.0,33.0,11.099099062536562,-18.0,-3.0,26.0,7.205322107072429
100,1986-05-08,39.964,140.757,1366,Complex volcano,3.9937500000000004,5.3,3.0999999999999996,0.7962150044638278,2.1875,3.9,3.3,0.9680736886552938,87840.0,118576.0,71465.0,19664.098897906984,9.08125,14.7,7.3999999999999995,1.8939266969271362,392.5,406.0,27.0,8.88444333277743,2.803125,4.29,2.19,0.5540363255238775,0.27062500000000006,1.06,2.06,0.6849960462172999,24.8,43.0,26.0,8.958236433584458,-42.16,-32.0,24.0,6.182502190321758
101,1986-07-24,38.789,15.213,924,Stratovolcano,4.74,6.7,4.800000000000001,0.9599342082718618,1.845,3.8,2.9,0.6336818062552745,39021.71428571428,53754.0,32016.0,8470.08606888299,8.566666666666666,10.1,3.0,1.0160380570300176,330.0,355.0,40.0,11.045361017187261,1.8052380952380953,2.2,0.6900000000000002,0.22566831961130582,0.12550000000000003,1.18,2.04,0.5722391384543244,12.0,20.0,17.0,3.7080992435478315,-4.32,3.0,13.0,3.826660859461331
102,1986-08-21,6.25,10.5,3011,Maar,9.91875,15.8,10.700000000000001,3.9334834010920483,4.39375,11.3,10.4,3.2579070479885295,167401.13333333333,443322.0,423714.0,151797.7818480262,18.65333333333333,28.1,21.400000000000002,7.7650192407697105,413.0,513.0,189.0,74.12537641436587,5.594666666666666,9.77,6.449999999999999,2.1537471222654405,-0.04466666666666649,4.73,9.120000000000001,2.2822134201774587,25.04,47.0,40.0,13.575345299475812,-3.32,19.0,57.0,16.423357350635303
103,1986-10-15,-7.54,110.446,2910,Stratovolcano,7.029999999999999,13.5,9.7,3.2086861277891714,4.85,9.1,8.799999999999999,2.598824520603284,379353.0,645289.0,443117.0,146309.31682320414,7.7,15.6,12.6,4.337992832887327,597.5,670.0,143.0,49.20920091350249,5.440833333333334,9.78,7.239999999999999,2.469532375069246,-0.943,1.26,4.33,1.594595385809342,39.68,53.0,33.0,10.714942836991712,-50.2,-20.0,58.0,16.78541033159452
104,1986-11-15,34.724,139.394,758,Stratovolcano,3.1095238095238096,5.1,3.9999999999999996,1.1894976931061119,1.704761904761905,3.9,3.3,0.9194977925347023,39371.22222222222,80292.0,58628.0,19428.330480044602,13.577777777777778,21.9,11.499999999999998,2.638305060975936,373.1666666666667,399.0,53.0,15.409126401927796,3.573888888888889,5.87,3.47,0.8516567859447559,-0.09666666666666665,0.96,2.17,0.6340903628311142,13.08,27.0,20.0,4.915282290977803,1.0,12.0,16.0,3.947573094109004
105,1987-01-25,14.382,-90.601,2569,Complex volcano,5.0,5.0,0.0,,1.3,1.3,0.0,,129175.0,129175.0,0.0,,3.3,3.3,0.0,,454.0,454.0,0.0,,1.39,1.39,0.0,,-0.23,-0.23,0.0,,17.64,27.0,24.0,6.763135367564367,-12.52,-7.0,11.0,3.163858403911275
106,1987-04-17,37.748,14.999,3320,Stratovolcano,6.4833333333333325,9.0,4.2,1.3544045794022859,1.6555555555555557,3.1,2.4000000000000004,0.6608570391119329,128259.29411764706,162008.0,60552.0,17320.911280749297,3.4411764705882355,4.3,2.4,0.5635366265042271,404.1764705882353,419.0,52.0,12.360396909675103,1.088235294117647,1.59,1.1500000000000001,0.28603398605143165,-0.7211764705882354,1.03,3.08,0.7674135322052672,10.4,23.0,23.0,5.0,-1.84,3.0,12.0,3.6018513757973603
107,1987-12-01,-8.508,124.13,862,Complex volcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.08,20.0,20.0,7.064700984472025,-7.96,0.0,19.0,6.017197575837664
108,1988-05-09,-4.523,129.881,596,Caldera,4.735294117647059,5.9,4.2,0.8887780772432651,3.0000000000000004,4.9,4.300000000000001,1.0222524150130436,178294.11764705883,226733.0,94349.0,29105.294606141582,3.8529411764705883,4.3,1.0,0.28964989008029923,560.2941176470588,579.0,37.0,12.076654678978535,2.2511764705882356,2.55,0.6799999999999997,0.19254487635812254,-0.07588235294117646,2.03,3.6899999999999995,0.9934224858005367,27.44,37.0,17.0,5.3935146240647205,-37.88,-29.0,20.0,6.098633726773016
109,1988-07-06,10.463,-84.703,1670,Stratovolcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,30.0,27.0,9.82344135219425,7.44,29.0,38.0,11.66576186967658
110,1988-07-30,-8.108,112.922,3657,Stratovolcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.16,37.0,27.0,9.267685795278128,-11.24,-1.0,31.0,8.412688828985257
111,1988-12-25,-38.379,-71.586,2832,Stratovolcano,7.55,7.6,0.09999999999999964,0.0707106781186545,0.55,0.6,0.09999999999999998,0.07071067811865474,19473.0,19473.0,0.0,,4.1,4.1,0.0,,353.0,353.0,0.0,,1.39,1.39,0.0,,-0.25,-0.25,0.0,,11.96,20.0,13.0,3.6110940170535577,-15.12,-9.0,13.0,3.9298006734862945
112,,39.964,140.757,1366,Complex volcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,1989-02-12,32.884,131.104,1592,Caldera,7.95625,11.5,7.3,2.478700936646721,3.0374999999999996,7.1,6.0,1.5187165634179407,55723.4,95583.0,66333.0,22621.227416490277,6.24,8.0,3.8,1.2034474289663484,387.0,407.0,48.0,15.179873893697913,1.8560000000000003,2.65,1.5699999999999998,0.46327714630198874,0.024666666666666705,3.49,5.82,1.7842680238552675,22.56,37.0,30.0,9.7,-18.6,-2.0,46.0,14.580237766694113
114,1989-08-26,31.934,130.862,1700,Shield volcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,23.0,16.0,4.873397172404482,-7.92,4.0,25.0,6.676575968763231
115,1990-02-02,56.653,161.36,3283,Stratovolcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,50.0,33.0,9.962429422585638,-32.32,-12.0,55.0,15.755210778236725
116,1990-02-10,-7.93,112.308,1731,Stratovolcano,8.375000000000002,9.9,2.9000000000000004,0.9602319795473668,2.725,4.3,3.0999999999999996,0.8771078507334099,57237.0,74298.0,39001.0,12093.58673016405,7.381818181818182,9.8,5.1000000000000005,1.5276244183818104,358.09090909090907,377.0,31.0,11.614254564581795,2.0945454545454543,2.65,1.3099999999999998,0.3929469082805878,-0.9199999999999999,0.74,2.4299999999999997,0.7948584779695061,15.76,30.0,27.0,8.870738413458037,-19.8,-13.0,15.0,3.7416573867739413
117,1990-03-26,32.884,131.104,1592,Caldera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.24,60.0,37.0,10.532805893967666,-63.24,-32.0,79.0,24.17347030665367
118,1990-04-18,32.884,131.104,1592,Caldera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.72,60.0,37.0,10.849423947841654,-72.68,-15.0,98.0,34.16591869099966
119,1990-05-29,-15.52,-72.65,6377,Stratovolcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.68,30.0,17.0,4.775981574503821,-27.64,-17.0,33.0,9.191844211038392
120,1990-06-24,-4.271,152.203,688,Pyroclastic shield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.64,27.0,20.0,6.632495759516172,3.6,23.0,34.0,9.51752769017949
121,1990-07-19,14.757,-91.552,3745,Stratovolcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8,30.0,20.0,7.035623639735145,-0.16,16.0,33.0,8.404760555780278
122,1990-10-19,32.884,131.104,1592,Caldera,3.412,4.5,2.4,0.6366055817118372,1.064,2.2,1.7000000000000002,0.49739320461783554,41141.0,154771.0,143018.0,33096.00172981625,6.648,12.6,7.8,1.7392814608337548,369.04,400.0,65.0,17.68822583905275,1.6728,2.88,1.67,0.33447122447230043,0.5168,1.42,2.05,0.6337107647289364,14.04,33.0,30.0,6.840321629865075,-6.48,3.0,17.0,5.1406873729752
123,1990-11-21,-1.52,29.25,3470,Stratovolcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.04,30.0,20.0,6.840321629865075,0.68,5.0,14.0,3.4
124,1990-11-25,-7.93,112.308,1731,Stratovolcano,4.946666666666666,5.6,1.2999999999999998,0.4189556176062203,1.2266666666666666,2.2,1.7000000000000002,0.4431489054267791,34726.0,73003.0,56745.0,12756.081222023366,3.6,4.7,2.1,0.541162769282166,334.93333333333334,359.0,34.0,9.027471301269149,0.8793333333333334,1.2,0.5499999999999999,0.14255157796724796,-0.7833333333333333,0.13,1.52,0.45719121768009663,5.08,20.0,20.0,6.701492371106603,2.88,8.0,15.0,5.487257967327579
125,1991-06-03,32.761,130.299,1483,Complex volcano,7.79047619047619,13.1,9.2,2.5073700887393473,3.4952380952380957,11.1,10.6,2.310947033247666,105208.14285714286,334352.0,299074.0,74567.56550960056,8.114285714285714,13.8,10.5,3.509741545226046,555.4285714285714,591.0,97.0,27.758911053158098,4.986666666666666,8.03,6.26,2.067600864125698,0.4723809523809524,4.55,9.370000000000001,2.88763035162381,51.12,70.0,43.0,11.677328461596,-48.76,-24.0,47.0,11.684319977359973
126,1991-06-15,15.13,120.35,1486,Stratovolcano,6.378571428571428,6.8,0.8999999999999995,0.24550911444328344,0.8714285714285713,2.5,2.2,0.5915150969249304,175302.66666666666,475546.0,452872.0,260030.43948225243,3.6999999999999997,8.0,6.7,3.7322915213043046,702.6666666666666,770.0,103.0,58.34666514320534,4.083333333333333,9.49,8.41,4.691911479699222,-2.21,-2.08,0.19999999999999973,0.11269427669584635,18.52,33.0,26.0,8.307225770376052,-60.04,-43.0,58.0,16.516355530200965
127,,52.449,158.196,2288,Complex volcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,1991-07-03,-11.75,43.38,2361,Shield volcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.48,43.0,30.0,9.220086767487604,-10.44,0.0,22.0,7.106804251326095
129,1991-08-08,-45.9,-72.97,1905,Stratovolcano,8.2,9.2,2.5999999999999996,0.9899494936611664,2.1799999999999997,3.3,2.3,0.8497058314499201,56683.5,73529.0,27873.0,11965.15236008301,6.125,7.4,2.9000000000000004,1.2446552400832396,492.75,496.0,10.0,4.716990566028302,3.1375,3.58,1.0500000000000003,0.47758943316060376,0.425,1.88,3.05,1.3116020738013492,26.16,53.0,40.0,12.273548794053006,-34.68,-22.0,40.0,10.447168675451417
130,1991-10-24,1.358,124.792,1580,Stratovolcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.08,53.0,40.0,11.996249413879323,-34.52,-7.0,40.0,11.405846454048614
131,1991-12-14,37.748,14.999,3320,Stratovolcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.6,40.0,20.0,5.0990195135927845,-19.76,-7.0,20.0,5.182341812990211
132,1992-01-21,2.781,125.407,1797,Stratovolcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.28,37.0,20.0,5.5641710972974225,-26.12,-13.0,24.0,7.0552580864676155
133,1992-03-18,-7.2,109.879,2565,Complex volcano,13.61,22.5,17.8,6.944130425648776,5.785,12.7,10.899999999999999,3.5450892647064394,186472.8,781280.0,730962.0,219081.25606450223,21.235,40.0,29.6,9.922503663258,456.4,576.0,240.0,98.7657515751818,10.3665,25.71,23.21,7.6907896213587845,-3.039,0.79,9.100000000000001,2.8711319975522582,36.28,47.0,30.0,11.399999999999999,3.96,35.0,62.0,19.175679040562464
134,1992-04-10,12.506,-86.702,728,Cinder cone,5.0200000000000005,5.8,1.2000000000000002,0.49193495504995377,1.54,2.8,2.5,0.9838699100999074,148642.14285714287,305779.0,257443.0,93223.08490824323,6.6000000000000005,9.0,5.1,1.7663521732655694,416.85714285714283,460.0,75.0,24.667310158916607,2.312857142857143,2.95,1.4000000000000001,0.4580289032260696,-0.296,-0.05,0.5199999999999999,0.2344781439708187,15.92,23.0,13.0,4.94064773081425,-3.44,5.0,17.0,4.925105751825707
