	date	lat	lon	depth	mw	magAFV-MEAN	magAFV-MAX	magAFV-DELTA	magAFV-SD	sB-MEAN	sB-MAX	sB-DELTA	sB-SD	PT-MEAN	PT-MAX	PT-DELTA	PT-SD	PD-MEAN	PD-MAX	PD-DELTA	PD-SD	PFS-MEAN	PFS-MAX	PFS-DELTA	PFS-SD	FP-MEAN	FP-MAX	FP-DELTA	FP-SD	EF-MEAN	EF-MAX	EF-DELTA	EF-SD	Kp-MEAN	Kp-MAX	Kp-DELTA	Kp-SD	DST-MEAN	DST-MAX	DST-DELTA	DST-SD
12	 1964-02-18 04:45:38.38 	14.305	146.77	35.0	5.56													9.994117647058824	10.7	2.6999999999999993	0.867806565597494	306.4117647058824	325.0	35.0	12.098857505615005	1.8711764705882352	2.01	0.3699999999999999	0.1411507329480251					11.041666666666666	23.0	20.0	6.0034712181092935	-3.625	1.0	15.0	3.6926778312245694
13	 1964-02-20 09:53:50.98 	44.483000000000004	149.954	34.5	5.81																													35.0	53.0	30.0	10.677078252031311	-28.25	-4.0	49.0	12.982429597762877
14	 1964-02-22 17:50:57.62 	48.471000000000004	155.08100000000002	55.5	5.55																													33.375	57.0	40.0	12.47889522702056	-11.541666666666666	7.0	43.0	12.392070278896156
15	 1964-03-02 19:32:47.13 	-19.082	-174.812	143.5	5.55																													49.833333333333336	60.0	23.0	6.994822101517955	-43.0	-30.0	30.0	7.4775024893517
16	 1964-03-08 01:35:48.83 	-44.309	167.995	16.2	5.85																													28.208333333333332	40.0	33.0	9.179273281203393	-16.208333333333332	-9.0	21.0	5.57150488348226
17	 1964-03-11 01:05:58.74 	1.7280000000000002	126.905	35.0	5.59																													26.375	47.0	37.0	11.977560541351446	-13.75	6.0	52.0	15.068683333035581
18	 1964-03-21 16:27:14.04 	-27.744	-176.99900000000002	50.0	5.74																													40.125	60.0	37.0	10.258877385824986	-15.375	-6.0	21.0	7.143330729641704
19	 1964-04-24 05:56:11.98 	-5.1	144.329	108.0	6.8																													20.458333333333332	33.0	20.0	8.08637698562361	7.083333333333333	18.0	26.0	7.9121077643926405
20	 1964-04-27 06:44:27.48 	-59.95	150.434	15.0	6.33																													38.75	50.0	30.0	9.84775410281782	-24.875	-18.0	21.0	5.7051654702977945
21	 1964-05-02 16:11:02.44 	45.275	150.597	35.1	6.42																													8.75	13.0	10.0	3.260434753619323	-3.5833333333333335	-1.0	6.0	1.9091693314716438
22	 1964-05-14 11:55:31.33 	62.817	-151.84	15.0	5.19																													37.291666666666664	60.0	33.0	12.081171720695288	-17.333333333333332	-8.0	28.0	8.265521192260662
23	 1964-05-31 13:19:45.00 	35.302	103.26899999999999	10.0	5.18																													13.0	20.0	13.0	4.333890711087691	16.583333333333332	27.0	18.0	6.323982418001209
24	 1964-06-16 07:14:58.78 	38.406	139.387	15.0	6.24																													9.291666666666666	17.0	14.0	5.660535899247231	1.2916666666666667	12.0	17.0	5.47308963428588
25	 1964-06-22 03:03:38.30 	-10.27	161.15200000000002	65.0	5.62																													13.375	30.0	27.0	9.235152596371154	4.958333333333333	12.0	13.0	4.3386951220751655
26	 1964-07-09 16:39:51.60 	-15.534	167.666	130.0	7.16																													29.875	43.0	30.0	8.719356278593247	-8.375	-1.0	12.0	3.2679271451620457
27	 1964-07-18 12:45:51.70 	0.031	123.74	115.0	5.77																													28.083333333333332	40.0	27.0	10.034361255062597	-7.041666666666667	6.0	28.0	9.038464503427015
28	 1964-07-25 19:31:10.65 	-27.802	-71.044	30.0	6.5																	415.0	415.0	0.0	0.0									4.833333333333333	7.0	4.0	2.035909510816206	8.666666666666666	14.0	13.0	3.357880629033822
29	 1964-07-31 05:52:17.91 	-5.959	149.30200000000002	35.0	6.5																													18.875	30.0	20.0	5.318650531691368	3.4583333333333335	12.0	19.0	5.672045614174428
30	 1964-08-08 15:45:15.30 	12.682	-87.914	75.0	5.64																	365.0	365.0	0.0	0.0									17.458333333333332	27.0	20.0	7.027765843681987	-2.9583333333333335	4.0	16.0	4.143923436705288
31	 1964-08-10 16:58:40.25 	8.968	-61.893	15.0	5.58																													32.958333333333336	47.0	40.0	13.185892219458964	3.6666666666666665	22.0	37.0	9.158824049571786
32	 1964-08-13 00:31:15.44 	-5.557	154.249	388.3	6.96																	467.0	467.0	0.0	0.0									10.791666666666666	17.0	17.0	5.823335116928956	-1.625	6.0	13.0	3.398369174100757
33	 1964-08-21 07:59:13.29 	28.163	52.496	15.0	5.32																	346.2	349.0	4.0	1.5212776585113297									17.333333333333332	27.0	20.0	6.444860889426392	8.25	17.0	18.0	4.683458402579834
34	 1964-08-27 12:56:50.87 	28.194000000000003	55.872	20.0	5.54																	343.0	343.0	0.0	0.0									7.0	17.0	14.0	6.043321862224019	5.083333333333333	11.0	11.0	2.7806265585243577
35	 1964-09-01 17:16:41.89 	50.943000000000005	-170.72400000000002	25.0	5.73																	564.6	567.0	6.0	3.286335345030997									21.5	30.0	17.0	5.778520948116921	2.25	6.0	8.0	2.026991774076529
36	 1964-09-20 04:33:30.73 	-49.777	-115.991	10.0	5.86																	292.25	293.0	1.0	0.5									9.333333333333334	17.0	14.0	4.507642463606685	19.291666666666668	34.0	21.0	6.778990348490513
37	 1964-09-23 04:59:51.29 	53.733999999999995	-163.84	34.5	5.97																	543.5652173913044	559.0	33.0	11.232364306108412									17.708333333333332	30.0	27.0	7.3808163014237325	-7.666666666666667	-3.0	11.0	2.6811202503993457
38	 1964-09-29 14:00:16.12 	-20.434	-174.312	20.0	6.04																	480.2857142857143	500.0	36.0	18.56263528089233									35.541666666666664	47.0	20.0	6.587070119075944	-21.625	-10.0	24.0	5.947688626685159
39	 1964-10-03 13:39:38.66 	61.357	-147.122	25.0	5.45																	734.25	770.0	96.0	34.330744238947105									39.125	50.0	27.0	9.54764938064088	-11.833333333333334	5.0	30.0	9.898030839149452
40	 1964-10-06 20:19:33.92 	29.287	80.90899999999999	15.0	5.4																	523.0	543.0	40.0	21.908902300206645									23.125	33.0	20.0	7.284960684445253	-10.25	-6.0	11.0	3.286996779141555
41	 1964-10-13 10:38:55.33 	-3.3939999999999997	150.221	10.0	5.57																	418.0	445.0	38.0	13.416407864998739									17.0	33.0	33.0	11.780603070117088	-6.458333333333333	2.0	17.0	4.827270059970133
42	 1964-10-18 22:35:43.70 	29.651	51.021	10.0	5.31																	612.5555555555555	670.0	181.0	56.2025980373131									35.083333333333336	47.0	34.0	10.303721010715822	-13.833333333333334	4.0	29.0	8.12760549082525
43	 1964-10-28 19:35:13.13 	36.339	71.167	70.9	5.51																	345.3125	348.0	4.0	1.5370426148939398									7.208333333333333	17.0	14.0	4.201233428273247	-5.583333333333333	1.0	13.0	3.8438733484391205
44	 1964-11-11 19:06:56.91 	56.751000000000005	161.269	15.0	5.71																	437.1666666666667	511.0	167.0	59.18092896314806									15.791666666666666	23.0	20.0	5.038798741130984	-5.375	-1.0	10.0	2.886437551572948
45	 1964-11-21 02:16:45.95 	1.0490000000000002	123.948	247.5	5.51																	354.57142857142856	425.0	81.0	17.53445587570777									9.0	17.0	14.0	5.258533437475079	15.166666666666666	22.0	14.0	3.8410445439236707
46	 1964-11-30 12:27:39.78 	6.716	94.633	18.9	6.25																	611.0	611.0	0.0	0.0									18.958333333333332	27.0	20.0	8.137295601742935	4.0	9.0	10.0	2.9927448503222647
47	 1964-12-03 03:49:59.11 	-14.987	66.69800000000001	15.0	5.82																	401.0	406.0	10.0	5.477225575051661									9.75	20.0	20.0	5.994562753754076	5.541666666666667	9.0	6.0	1.6412923504696366
48	 1964-12-15 12:13:25.52 	14.642000000000001	-91.72399999999999	98.9	5.57																	550.3333333333334	654.0	220.0	98.94145624916727									26.75	53.0	36.0	10.771338780784623	7.0	14.0	14.0	4.303689014140634
49	 1964-12-19 12:53:24.33 	-37.78	-74.17699999999999	15.0	5.17																	388.0	402.0	36.0	16.703293088490067									10.75	20.0	20.0	7.9084434790209865	2.5416666666666665	8.0	10.0	2.8586887639747287
50	 1964-12-22 20:54:36.98 	31.86	-117.197	10.0	6.03																	337.6	354.0	54.0	19.83071211170045									6.875	13.0	13.0	5.674600158295009	6.333333333333333	15.0	12.0	3.6315844747302037
51	 1964-12-28 17:04:56.94 	86.681	69.90100000000001	15.0	5.72																													3.25	13.0	13.0	4.0135639588991125	9.791666666666666	15.0	10.0	2.302723655127566
52	 1965-01-18 15:21:54.68 	37.16	95.635	15.0	5.21																	379.54545454545456	413.0	75.0	33.131144370104806									23.125	40.0	40.0	16.138833803027378	7.416666666666667	23.0	26.0	6.977707775272726
53	 1965-01-24 02:31:18.78 	-2.6	126.00399999999999	11.9	5.62																	345.0	345.0	0.0	0.0									4.125	13.0	13.0	4.406640246363386	11.291666666666666	14.0	5.0	1.5736738147920997
54	 1965-01-26 23:47:37.12 	35.99	139.81	81.8	5.56																	437.38461538461536	467.0	57.0	26.14236173192998									13.125	23.0	20.0	6.917605139755031	10.833333333333334	20.0	18.0	5.255776670083795
55	 1965-01-29 20:06:02.59 	35.594	73.4	15.0	5.29																													7.75	17.0	17.0	4.4745658035651665	4.708333333333333	10.0	14.0	3.8615064267793167
56	 1965-02-12 00:55:10.25 	52.188	172.752	25.0	5.81																	452.3333333333333	466.0	22.0	10.33198915988591									9.083333333333334	17.0	17.0	5.83778298199989	6.833333333333333	14.0	15.0	4.824454613615986
57	 1965-02-21 11:14:18.48 	-15.343	-172.889	35.0	5.79																	418.85	457.0	79.0	29.234577580594348									12.416666666666666	27.0	20.0	6.730312136095575	1.5833333333333333	16.0	23.0	7.137876110042737
58	 1965-03-10 05:44:48.02 	32.857	49.07899999999999	15.0	5.45																	339.8333333333333	354.0	30.0	9.43865643479609									8.625	17.0	17.0	4.789594700108178	7.5	17.0	16.0	4.403555875406384
59	 1965-03-24 22:42:12.12 	8.418	126.553	55.0	5.68																	606.0	606.0	0.0	0.0									29.5	43.0	26.0	9.079360253272014	-6.958333333333333	1.0	14.0	4.101740528399967
60	 1965-03-31 10:46:08.09 	50.2	178.388	15.0	5.55																	388.6470588235294	411.0	42.0	14.251934853163746									9.958333333333334	23.0	20.0	7.135210710557746	5.208333333333333	12.0	11.0	2.933749147076316
61	 1965-04-06 09:42:29.23 	-0.46299999999999997	120.039	25.0	6.15																	346.6	347.0	1.0	0.5477225575051662									22.541666666666668	33.0	20.0	7.265039373702614	6.291666666666667	20.0	27.0	8.655127490918778
62	 1965-04-20 17:15:18.14 	14.857999999999999	147.029	30.0	5.48																													7.916666666666667	17.0	17.0	5.290817859574116	-27.125	-23.0	11.0	3.802887918640139
63	 1965-05-04 08:34:43.64 	41.801	79.414	10.0	6.21																	407.625	474.0	129.0	42.772210096296625									31.5	53.0	40.0	14.873378610939339	-4.166666666666667	26.0	66.0	20.98170355471574
64	 1965-05-08 11:32:59.84 	-28.066	-71.04899999999999	43.6	5.46																	509.2	543.0	53.0	20.372250033527752									18.875	30.0	23.0	8.793834302460471	-12.458333333333334	-6.0	13.0	3.833254567558766
65	 1965-05-13 10:51:15.56 	29.8	80.271	15.0	5.21																	348.8333333333333	352.0	6.0	2.3326329481056884									5.875	10.0	7.0	2.472676775234201	10.541666666666666	18.0	16.0	4.201233428273246
66	 1965-05-20 00:40:26.46 	-14.805	167.495	120.0	7.7																													10.75	17.0	14.0	5.7046891467344265	17.291666666666668	26.0	16.0	4.676296999035499
67	 1965-05-26 13:58:01.36 	35.333	44.446000000000005	15.0	5.18																	494.44444444444446	596.0	280.0	109.28644828055205									14.041666666666666	23.0	16.0	4.388514323893053	11.625	24.0	22.0	5.298174418978016
68	 1965-06-05 03:49:03.48 	-1.649	126.552	20.0	5.62	9.61111111111111	11.7	3.799999999999999	1.4003967691733334	3.4333333333333336	5.5	3.3	1.0210288928331068																					10.375	17.0	10.0	3.4238612832526556	3.3333333333333335	10.0	15.0	4.833458269249845
69	 1965-06-07 13:43:55.16 	11.449000000000002	41.586000000000006	10.0	5.23																	420.5	441.0	39.0	12.129733500065395									27.125	37.0	20.0	8.368224059682166	4.416666666666667	15.0	27.0	9.361886964508377
70	 1965-06-24 07:45:13.00 	7.034	126.25	30.0	5.85	6.366666666666667	11.5	8.0	2.4381767537143286	2.1888888888888887	5.9	5.2	1.196509083512576									366.0	485.0	190.0	78.00384605902455					-0.21999999999999995	2.72	5.130000000000001	1.1776020833314906	18.208333333333332	40.0	37.0	14.29192282273503	9.875	21.0	30.0	8.699387784556276
71	 1965-07-07 23:00:00.28 	-6.819	105.505	35.0	5.68	5.268421052631579	10.0	8.0	2.188620222773281	2.4	3.8	3.0999999999999996	0.9267625849638561																					30.833333333333332	47.0	27.0	7.075165794134631	-4.333333333333333	20.0	46.0	12.740441145412122
72	 1965-07-21 17:52:33.40 	53.318000000000005	170.365	28.8	5.5	6.195454545454547	8.7	7.299999999999999	1.8517629367783484	2.8272727272727276	7.4	6.2	1.338151467752941																					22.208333333333332	37.0	30.0	8.919832161935641	11.958333333333334	24.0	22.0	5.637445973262119
73	 1965-08-05 00:07:52.98 	-5.212999999999999	151.701	60.0	6.5	4.475	5.3	1.4	0.6238322424070967	2.4	3.5	2.7	1.2569805089976533	134157.0	185403.0	122275.0	41913.773856062435	14.120000000000001	36.7	30.6	11.807818233211904	437.0	478.0	108.0	38.07698967693143	4.761999999999999	10.05	7.260000000000001	2.7768538209378515	-0.095	0.41	0.79	0.359119293086109	16.0	23.0	16.0	5.664534978419599	17.166666666666668	29.0	22.0	6.571788629977492
74	 1965-08-24 07:06:49.88 	-21.865	-177.12900000000002	277.9	5.5									184639.0	184639.0	0.0	0.0	4.3	4.3	0.0	0.0	557.0	557.0	0.0	0.0	2.67	2.67	0.0	0.0					23.458333333333332	33.0	16.0	5.978069825669462	-2.8333333333333335	11.0	21.0	6.0696441172563755
75	 1965-08-27 18:22:03.63 	44.453	149.06	30.0	5.68	3.2181818181818183	4.4	2.0000000000000004	0.5862050525510366	1.5454545454545454	2.9	2.0	0.6408800767126972	63074.625	97915.0	79254.0	24548.66382056262	2.4291666666666667	2.8	0.7999999999999998	0.28662832571371805	460.1666666666667	500.0	93.0	34.09279748832164	1.0345833333333334	1.35	0.6100000000000001	0.19446647563250474	-0.32	0.66	2.11	0.6923871749245504	7.041666666666667	20.0	17.0	4.091126842396812	7.0	12.0	8.0	1.841549442134554
76	 1965-09-02 04:26:39.40 	51.867	175.451	31.0	5.52	2.645833333333333	3.9	2.3	0.5860547286111906	1.6833333333333336	2.7	1.8000000000000003	0.5961227380670693	47375.09523809524	64237.0	32794.0	14241.335526925703	3.133333333333332	3.8	1.0999999999999996	0.3637764881535546	401.57142857142856	423.0	48.0	15.81635681366423	1.010952380952381	1.22	0.38	0.13512604345220655	-0.2157142857142857	1.45	2.8899999999999997	0.6836927045725398	8.833333333333334	17.0	14.0	6.076803125977019	2.7916666666666665	11.0	14.0	4.671645894363018
77	 1965-09-04 14:32:51.77 	58.09	-152.525	27.8	6.79	3.329411764705882	6.1	5.5	1.2322564190755676	2.0999999999999996	4.2	3.2	0.9695359714832659	107086.04761904762	137767.0	57690.0	18260.502171288146	3.9714285714285715	6.0	2.9	0.9225740388407083	543.4761904761905	584.0	86.0	28.347167490984077	2.349047619047619	3.5	1.57	0.584789746506424	-0.09062499999999998	2.09	3.8899999999999997	0.8611578929944652	17.875	37.0	24.0	5.899981576979343	5.041666666666667	12.0	16.0	4.657664713105715
78	 1965-09-19 01:26:51.90 	-22.291	-174.64700000000002	15.0	5.56	3.8913043478260874	5.6	3.1999999999999997	0.9268289258042768	2.2173913043478257	4.0	3.2	1.0564314605453775	82284.4	114334.0	39817.0	11783.530863030826	6.01	10.6	6.1	1.7609656441850305	449.1	469.0	39.0	16.43471934655411	2.4210000000000003	4.47	2.4899999999999998	0.738473651075875	0.45599999999999996	1.6	2.71	0.9128003310935227	30.166666666666668	40.0	30.0	8.903671283175305	-11.75	1.0	22.0	6.173224088932291
79	 1965-09-22 22:08:01.47 	36.395	141.46	35.0	6.28	7.05625	10.3	5.300000000000001	1.3841814669086323	4.33125	7.4	5.1000000000000005	1.5902698932361556	151566.0	152694.0	2256.0	1235.6620897316548	12.9	15.6	5.4	2.9577018105278974	437.0	456.0	38.0	20.813457185196313	4.8450000000000015	5.45	1.21	0.6627442945812511	0.665	2.51	2.9699999999999998	1.1661346405968738	22.125	37.0	24.0	7.479319313366982	10.708333333333334	26.0	33.0	11.678591214424074
80	 1965-09-28 05:06:40.01 	-28.278000000000002	-177.99900000000002	25.0	6.5	3.6941176470588237	4.6	1.6999999999999997	0.5055573511423977	1.8176470588235296	2.8	1.7999999999999998	0.47858553848508506	75339.0	97043.0	36467.0	12382.90130785189	3.2	4.9	2.8000000000000003	0.9581231653602788	460.14285714285717	503.0	73.0	25.0904079565991	1.385714285714286	2.31	1.4500000000000002	0.5403015031310892	0.48714285714285716	1.05	1.3800000000000001	0.43042784745893464	16.625	27.0	20.0	6.774713213888451	-13.833333333333334	-11.0	9.0	2.3343683004870592
81	 1965-10-12 13:41:01.76 	56.19	-153.615	25.0	5.62	3.1124999999999994	5.5	4.3	1.3260967569131796	2.1458333333333335	4.8	4.0	0.9245347439407687	98805.0	119721.0	31782.0	15690.97884135977	3.8333333333333335	4.7	1.4000000000000004	0.6557438524302003	452.0	465.0	30.0	13.332291625973383	1.5799999999999998	2.03	0.7799999999999998	0.3495354059319312	-0.12333333333333332	1.46	3.04	1.0358329981227667	14.125	27.0	27.0	8.321331937700316	1.125	8.0	16.0	3.992520180450482
82	 1965-10-27 15:40:58.48 	1.04	127.056	100.0	5.53	2.9000000000000004	4.8	3.0	0.8064953704818743	1.5458333333333332	3.8	3.0999999999999996	0.7740234614277397	74483.375	109178.0	53935.0	19241.201085199617	3.7125000000000004	5.0	2.1	0.782033302971505	480.125	533.0	90.0	33.65723967601466	1.7375	2.56	1.32	0.5202110775612062	-0.25833333333333336	0.85	2.1	0.585808001390177	11.625	23.0	23.0	7.7785239462644	-0.9583333333333334	8.0	15.0	4.768366475070861
83	 1965-11-03 18:21:08.86 	-22.456999999999997	-113.788	15.0	6.1	8.790476190476191	17.4	15.299999999999999	5.547513385464226	2.7904761904761903	12.9	12.4	2.5661069272157704																					18.083333333333332	33.0	33.0	10.167795138131696	16.25	34.0	32.0	10.903728919403036
84	 1965-11-08 01:57:25.35 	27.974	56.919	23.0	5.37	2.6583333333333337	3.1	0.8999999999999999	0.3308968927372821	1.1916666666666667	2.0	1.5	0.4302847052083444	30052.875	54590.0	32624.0	10327.09963623568	7.149999999999999	9.0	4.9	1.5373608102425294	329.5	346.0	29.0	11.178395311453716	1.5350000000000001	1.81	0.8300000000000001	0.2707477568255866	-0.395	0.28	1.21	0.31336879231984804	1.125	3.0	3.0	1.4836060651405207	7.333333333333333	13.0	14.0	4.419980982318585
85	 1965-11-16 17:05:41.17 	25.449	125.319	94.7	5.7	4.269565217391304	6.1	3.4999999999999996	1.1026557950564362	1.9347826086956526	4.5	4.1	1.1911067029723292	86567.4	100231.0	22581.0	7716.054809847546	11.440000000000001	16.6	8.700000000000001	3.2401058183778066	340.4	353.0	32.0	11.481662398301541	2.6759999999999997	4.04	2.41	0.8434774956774399	0.08499999999999998	1.01	1.81	0.4451231463141581	8.75	20.0	20.0	6.6936049947757565	8.625	14.0	10.0	2.8255434259932923
86	 1965-11-29 17:07:01.87 	-6.143	-78.675	22.2	5.46	4.336363636363636	8.9	7.800000000000001	1.9502247622714215	3.5227272727272734	8.8	7.300000000000001	2.0144553365687465	75114.2	112292.0	54612.0	20846.427077216715	14.360000000000001	27.9	22.5	8.990375806542078	424.8	459.0	83.0	28.35791650617917	4.914	7.89	5.88	2.5521302026794346	0.35200000000000004	2.22	3.3400000000000003	0.952014405653312	28.25	40.0	30.0	9.204205088129438	-3.0833333333333335	14.0	27.0	8.345353649560446
87	 1965-12-06 11:34:55.96 	18.919	-107.176	25.0	6.7	2.783333333333333	4.7	3.8000000000000003	0.9382399041007895	1.8555555555555558	3.6	2.9000000000000004	0.8759681851745009	71898.0	71898.0	0.0	0.0	15.9	15.9	0.0	0.0	387.0	387.0	0.0	0.0	4.76	4.76	0.0	0.0	0.35000000000000003	0.66	0.5800000000000001	0.2920616373302047	9.958333333333334	23.0	23.0	6.463806703595743	8.166666666666666	16.0	15.0	3.930556622454234
88	 1965-12-26 03:53:12.67 	-5.2010000000000005	151.583	80.1	5.93	3.8333333333333335	5.3	3.9	1.0011587489403018	2.604166666666666	4.2	3.3000000000000003	0.8809476945765339	134511.8	170702.0	66873.0	22372.530517195795	5.44	7.0	3.3	1.1005193579137338	555.6	606.0	85.0	32.0218675283001	3.3019999999999996	3.86	1.1399999999999997	0.3908452379139344	-0.3046666666666667	1.02	2.54	0.7878076874345364	24.25	37.0	20.0	6.555780721589551	-3.0	5.0	16.0	4.010854836782195
89	 1965-12-30 06:16:04.12 	-16.673	-71.111	100.0	5.81	3.266666666666667	3.5	0.6000000000000001	0.32145502536643183	1.5	2.0	1.0	0.5	41401.8	53442.0	21634.0	7215.532870135094	5.359999999999999	7.0	4.4	1.6465548448633154	360.8	374.0	32.0	11.809197384121532	1.41	1.84	1.23	0.45539621681093745	-0.3633333333333333	-0.21	0.32000000000000006	0.1604161255402129	5.75	13.0	13.0	4.1099032041918075	2.75	12.0	15.0	4.589685979596464
90	 1966-01-02 23:12:19.90 	37.745	23.11	15.0	5.27	4.3916666666666675	7.9	6.1000000000000005	1.229675343037894	2.4833333333333334	6.7	5.8	1.493658090981207																					14.75	30.0	27.0	7.85880840619094	6.458333333333333	21.0	23.0	7.558347913956184
91	 1966-01-05 18:09:58.93 	21.866	146.81799999999998	13.2	5.57	5.245000000000001	9.1	6.699999999999999	1.8207791854327815	3.125	5.0	3.5	0.9585487934756812	165938.66666666666	177859.0	25099.0	10909.084597251962	8.566666666666666	10.3	3.200000000000001	1.4000000000000004	487.0	517.0	53.0	23.542514733987108	4.02	4.44	0.6400000000000006	0.31511902513177487	0.41499999999999987	1.53	2.63	1.046685243996494	21.625	33.0	30.0	8.560843619542462	2.75	17.0	24.0	7.284587661035067
92	 1966-01-16 19:44:42.22 	54.861000000000004	165.90900000000002	20.0	5.55									31906.4375	41486.0	27326.0	9744.279155612281	11.21875	18.3	11.9	3.8353128946671355	329.375	334.0	11.0	3.5	2.4462499999999996	4.08	2.74	0.8830996546256826					6.25	13.0	13.0	4.589685979596464	25.75	40.0	25.0	7.836647464206927
